short_ma,short_ma_length,long_ma,long_ma_length,rsi_length,rsi_threshold,total_final_balance
ema,60,sma,75,7,10,7193759.005248616
sma,5,ema,90,3,35,7193647.0624979455
ema,40,sma,65,7,45,7192903.596377666
sma,5,sma,95,7,35,7192288.889383707
ema,5,sma,95,3,35,7191745.209722647
sma,15,ema,20,14,30,7191738.756624927
ema,35,sma,50,7,30,7190837.026397038
ema,25,ema,35,3,20,7190730.96001912
sma,25,ema,80,7,35,7190597.224058047
sma,20,ema,35,3,15,7190470.469528193
sma,10,sma,30,7,10,7189946.033649422
ema,10,sma,45,7,25,7189917.883494969
sma,5,sma,95,7,30,7189100.409787054
sma,10,sma,30,14,35,7189032.79855597
sma,10,sma,30,14,15,7187991.430762407
sma,10,sma,30,14,10,7187991.430762407
sma,10,sma,30,14,20,7187991.430762407
sma,10,sma,30,14,25,7187991.430762407
ema,40,ema,95,3,30,7187880.269515815
sma,40,sma,45,14,45,7187851.312881785
sma,10,sma,30,14,30,7187479.385191293
ema,20,ema,50,3,20,7187304.807351868
sma,20,sma,70,3,35,7186642.897201443
sma,25,sma,85,14,45,7185318.4150184505
ema,25,ema,35,3,15,7183676.511885568
ema,45,sma,80,7,40,7182874.418807992
sma,95,sma,100,3,35,7181862.011773834
ema,55,sma,85,14,45,7181563.189933367
ema,70,ema,80,3,15,7180842.992010041
ema,10,sma,45,7,20,7180651.047830265
ema,15,sma,35,7,35,7180604.594180064
ema,65,ema,85,14,45,7180243.922957159
ema,5,sma,95,3,30,7178947.865249079
sma,20,sma,35,3,35,7177981.552039737
sma,20,sma,70,3,25,7177735.678091719
sma,50,sma,85,3,25,7177075.81638016
ema,90,sma,100,7,20,7176977.536735902
ema,15,sma,60,3,20,7176458.15188521
ema,20,ema,50,3,15,7176300.772247519
ema,65,ema,85,3,35,7175478.290524251
ema,35,sma,50,7,25,7175209.222780431
ema,80,sma,100,3,35,7173718.2439486645
ema,15,ema,65,14,45,7173711.929612139
sma,95,sma,100,3,25,7172535.865968268
ema,15,ema,70,3,25,7172408.62188541
ema,10,sma,85,7,35,7172225.397789319
sma,80,sma,240,3,10,7172098.451759947
ema,15,ema,65,3,10,7171882.465531498
ema,30,sma,35,7,40,7171563.166507011
ema,20,sma,65,3,45,7170769.707627602
ema,75,ema,110,14,45,7169073.117192663
sma,50,sma,80,14,30,7168891.80936807
ema,10,sma,85,7,40,7167066.314385571
sma,40,sma,60,14,30,7166182.858930932
ema,90,sma,100,7,15,7165433.765371822
sma,50,sma,80,3,15,7164816.846061426
ema,95,sma,110,7,35,7163948.327968095
ema,5,ema,80,3,45,7160750.374699426
sma,5,ema,95,7,25,7159764.012175734
ema,85,ema,100,14,30,7159134.163350712
ema,20,sma,65,3,30,7158593.083591246
ema,15,ema,65,7,40,7158519.797980555
sma,5,ema,95,7,20,7158012.730369016
sma,25,sma,65,7,40,7157999.077388652
sma,45,sma,60,14,35,7157984.025626497
ema,15,ema,65,7,35,7157921.371242726
ema,80,ema,100,14,45,7157020.886147796
sma,90,sma,95,14,15,7156389.953156553
ema,5,ema,80,3,40,7156286.313479943
ema,25,ema,35,3,10,7156060.585758212
ema,15,ema,65,7,30,7154680.242719868
ema,15,sma,60,7,40,7154552.268347884
ema,50,ema,75,7,35,7154063.469652098
sma,5,ema,75,7,35,7153339.565662098
ema,35,ema,110,7,45,7153021.649421714
sma,50,sma,95,7,45,7152728.308775512
sma,50,ema,110,3,10,7152713.428698024
ema,15,ema,65,14,35,7152549.016054256
ema,85,ema,100,14,35,7151463.003351917
ema,15,ema,65,7,25,7151152.385151424
ema,15,ema,65,14,40,7150844.887673123
ema,90,sma,100,7,10,7150751.141875295
ema,80,ema,105,14,45,7149976.906358232
ema,15,ema,65,7,20,7149917.637513008
ema,15,ema,65,7,15,7149806.321863274
ema,15,ema,65,14,30,7149520.566379479
ema,15,ema,65,14,25,7149508.65113393
ema,15,ema,65,14,15,7149508.65113393
ema,15,ema,65,14,10,7149508.65113393
ema,15,ema,65,7,10,7149508.65113393
ema,15,ema,65,14,20,7149508.65113393
ema,20,sma,75,7,45,7149005.793759662
ema,15,sma,60,7,35,7148180.95190643
ema,90,sma,105,7,35,7147116.632602009
ema,40,sma,80,14,45,7146666.935518776
sma,5,sma,30,3,45,7145563.382435919
sma,50,sma,100,3,10,7145275.060667228
sma,5,ema,75,7,30,7144927.877507333
ema,15,sma,35,7,30,7144191.164897222
ema,15,ema,65,3,15,7143999.775671617
ema,10,sma,75,7,45,7143841.711995673
ema,15,ema,60,14,45,7139845.5504361065
ema,30,sma,65,14,30,7138814.722829144
ema,15,ema,65,7,45,7138296.5813304335
ema,30,sma,65,14,25,7138163.372018624
sma,70,sma,75,14,15,7137905.6749337595
ema,60,ema,70,3,35,7137625.965426333
sma,15,sma,85,7,25,7137590.9013688825
sma,60,ema,100,3,15,7137280.540905593
ema,30,sma,65,14,20,7137030.251186348
ema,30,sma,65,14,15,7136962.861419612
ema,30,sma,65,14,10,7136912.565998906
ema,30,sma,65,7,10,7136206.698823223
ema,70,ema,80,3,20,7133793.88122959
sma,20,sma,50,7,15,7133779.803807763
sma,65,ema,105,7,30,7133368.862073913
ema,55,ema,60,3,10,7131995.879778156
ema,30,sma,85,3,30,7131524.3221597625
ema,10,sma,85,7,20,7131096.138376151
ema,10,sma,85,14,25,7130638.1375308065
ema,10,sma,85,14,20,7130376.7239875775
ema,10,sma,85,14,15,7130373.2429816555
ema,10,sma,85,14,10,7130373.2429816555
ema,10,sma,85,7,10,7130373.2429816555
ema,10,sma,85,7,15,7130215.496967129
ema,10,sma,85,7,25,7130045.550384711
sma,105,sma,120,3,35,7129880.425806361
sma,5,sma,30,3,35,7128960.091696836
sma,5,ema,95,3,10,7128749.869931445
ema,10,sma,85,14,30,7128589.136624633
ema,10,sma,85,14,35,7128087.919240125
sma,5,sma,95,3,35,7127914.557045695
ema,45,ema,110,7,45,7127639.166182133
sma,20,sma,50,7,10,7126540.620166752
ema,10,sma,85,7,30,7125335.692052655
sma,15,ema,120,3,10,7125072.595218727
ema,35,sma,95,7,30,7124580.623110796
sma,40,sma,60,14,20,7123792.010846933
ema,50,ema,65,3,10,7122267.736003911
sma,40,sma,60,3,30,7122125.5289630415
sma,80,sma,90,14,10,7121798.27090002
sma,70,sma,75,14,10,7120186.558845268
ema,80,sma,95,3,35,7118002.363955739
sma,50,sma,70,14,25,7117035.420556247
ema,35,sma,50,3,35,7116750.302240083
sma,5,ema,95,7,30,7114989.2392653385
sma,5,ema,95,3,15,7114069.794753532
sma,15,ema,85,7,45,7113903.687377451
ema,90,ema,105,3,30,7112670.949925512
sma,25,sma,30,3,45,7112156.034867317
ema,90,sma,100,7,45,7111304.436119362
sma,15,ema,50,7,30,7111097.092589177
ema,35,sma,95,7,20,7110327.970211941
sma,15,sma,90,7,30,7109926.96580369
sma,80,sma,85,7,35,7109610.106450124
ema,45,sma,80,7,35,7108988.263788754
ema,90,ema,105,3,40,7108912.992067759
ema,35,sma,95,7,10,7108850.752042041
ema,35,sma,95,7,15,7108587.582039921
sma,60,sma,70,3,45,7108121.855582173
sma,10,sma,30,7,30,7105761.761079944
sma,5,ema,105,7,40,7105346.507872905
ema,35,sma,95,7,25,7105146.077240197
sma,20,ema,55,3,35,7104142.968104301
sma,80,sma,90,14,15,7103114.000984166
ema,30,sma,80,7,10,7101469.515840961
ema,45,ema,110,7,40,7101440.59868754
sma,20,sma,70,3,30,7100934.587658259
ema,30,sma,80,14,20,7100798.428992895
ema,30,sma,80,14,10,7100798.428992895
ema,30,sma,80,14,15,7100798.428992895
ema,30,sma,80,14,25,7100736.864091022
ema,35,sma,95,3,30,7099034.997731407
ema,90,ema,105,3,25,7098936.311318561
sma,20,ema,60,3,25,7098925.130898632
ema,35,sma,95,14,25,7098919.149314747
sma,10,sma,30,7,25,7097604.143212554
ema,15,sma,85,14,40,7097554.126466698
ema,15,sma,85,14,35,7097476.771168754
sma,5,sma,95,3,45,7096884.8947053
ema,10,ema,85,14,45,7096881.1972499825
ema,35,sma,95,14,20,7096284.886899637
ema,35,sma,95,14,15,7096284.886899637
ema,35,sma,95,14,10,7095901.287448723
ema,25,ema,30,7,45,7095675.597970737
ema,30,ema,40,7,40,7095616.414281918
sma,35,sma,55,7,30,7094918.206478715
ema,90,sma,100,3,25,7094763.118990342
ema,5,ema,80,7,25,7094491.463943602
ema,15,ema,45,7,40,7093982.027320194
sma,40,sma,50,7,15,7093466.4316808125
ema,5,ema,85,3,45,7093044.0247845175
sma,15,sma,90,7,35,7092979.4164084345
sma,75,ema,240,7,15,7092347.096794584
ema,90,ema,105,3,20,7091944.866649305
sma,5,ema,95,7,35,7091263.82421601
sma,5,ema,95,3,20,7090809.103523121
ema,40,sma,80,14,35,7089052.7561776545
ema,20,sma,65,7,30,7088752.334319156
ema,15,sma,85,7,20,7088591.720874967
sma,45,ema,120,7,35,7088400.215045346
ema,15,sma,85,7,15,7087802.893624534
ema,15,sma,85,7,10,7087729.445494531
ema,15,sma,85,14,30,7087664.79811712
ema,45,ema,110,7,35,7087640.254818531
ema,35,sma,60,3,25,7087502.517899065
ema,15,sma,85,14,20,7087377.90705887
ema,15,sma,85,14,15,7087336.005839452
ema,15,sma,85,14,10,7087336.005839452
ema,15,sma,85,14,25,7087069.206007591
ema,60,ema,85,14,45,7087048.458197323
ema,10,sma,25,3,35,7086546.855861532
sma,55,sma,65,14,45,7085480.9986944245
ema,55,ema,100,7,45,7085392.542088504
ema,30,sma,80,14,30,7083600.439001097
ema,50,sma,65,7,10,7083384.6592418635
ema,65,sma,75,3,30,7083224.576781297
sma,40,ema,85,3,30,7083028.7890850995
sma,15,sma,55,3,20,7082467.956906854
ema,5,ema,85,3,40,7081681.106221702
ema,30,ema,40,7,35,7081496.556465727
ema,35,ema,240,14,45,7081349.216913646
ema,40,sma,80,14,30,7081186.770905156
ema,75,ema,105,14,45,7081020.050781728
sma,40,sma,50,14,30,7080085.102133139
sma,45,sma,80,14,40,7079161.730322238
sma,35,ema,120,7,20,7079008.993847701
ema,35,sma,60,3,30,7078887.856744181
ema,30,sma,80,14,35,7078851.247933298
sma,15,ema,55,7,45,7078331.187328133
sma,40,sma,60,14,25,7078281.120826245
sma,5,sma,95,3,30,7078044.477690521
sma,30,sma,85,3,20,7077476.264167841
sma,30,sma,85,3,25,7076982.027940602
sma,35,sma,65,7,25,7076856.84130747
sma,50,sma,55,14,35,7075789.6725978535
sma,5,ema,95,3,25,7075772.821984395
ema,90,sma,100,3,35,7073481.303140235
ema,40,sma,80,14,25,7071166.267613552
ema,15,sma,60,7,25,7071087.177531712
ema,85,sma,100,14,40,7070896.5532354405
sma,15,sma,85,3,25,7070577.273282072
ema,40,sma,80,14,20,7070543.946773485
ema,40,sma,80,14,15,7069276.603753559
ema,40,sma,80,14,10,7069122.450664761
sma,10,ema,45,7,25,7068357.383482105
sma,25,ema,240,3,40,7068114.746237905
ema,60,ema,70,3,40,7067655.1833278015
ema,10,sma,45,14,35,7066386.076296009
ema,80,ema,105,7,35,7066001.70210293
sma,5,sma,60,3,45,7065683.216228422
ema,100,ema,105,3,25,7065150.770251248
ema,90,sma,100,3,30,7063834.77772801
sma,25,sma,55,14,45,7063403.580109769
sma,40,sma,60,7,10,7063326.667954719
sma,90,sma,95,14,25,7063214.27926015
ema,35,sma,95,3,35,7062701.101723524
ema,15,sma,60,7,20,7062129.116250966
ema,100,ema,105,3,20,7061521.931849956
sma,10,sma,60,3,15,7060650.510601576
sma,5,sma,95,3,25,7059257.246449829
ema,80,sma,95,3,40,7058917.367701377
sma,5,sma,95,3,40,7055872.925593357
ema,35,ema,95,3,45,7055618.812994659
ema,50,ema,80,3,15,7055042.559542164
ema,15,ema,45,7,35,7054577.504265317
ema,45,ema,85,7,30,7054461.919621136
ema,70,sma,95,3,45,7054015.398315728
sma,45,sma,80,7,40,7053917.914255476
sma,40,ema,95,14,30,7052924.241531155
ema,70,ema,75,3,20,7052743.635378958
ema,80,ema,105,7,30,7052311.086481086
ema,25,sma,80,14,40,7050384.061555619
ema,50,sma,65,14,20,7050260.5620467905
sma,40,ema,95,14,35,7050091.832124166
sma,85,sma,110,7,25,7049931.897415417
ema,40,ema,240,7,30,7049323.344923538
sma,50,ema,105,14,45,7049056.906147572
ema,40,ema,110,14,45,7048970.329079529
sma,20,sma,80,3,20,7048458.304450252
ema,25,sma,80,7,10,7048438.847842946
ema,25,sma,80,14,25,7047907.888810068
ema,25,sma,80,14,20,7047891.869224259
ema,25,sma,80,14,10,7047879.643279597
ema,25,sma,80,14,15,7047879.643279597
sma,15,ema,120,7,45,7047541.498330929
ema,60,ema,65,7,40,7047447.801920284
ema,15,ema,45,7,25,7045895.733150443
ema,80,sma,95,14,20,7045776.542439556
ema,15,ema,45,7,20,7045364.730520069
ema,50,sma,65,3,25,7044906.102516714
ema,15,ema,45,14,30,7044416.17694152
ema,15,ema,45,7,15,7044389.128932678
ema,15,ema,45,14,20,7044318.315232664
ema,15,ema,45,14,25,7044318.315232664
ema,15,ema,45,14,10,7044318.315232664
ema,15,ema,45,7,10,7044318.315232664
ema,15,ema,45,14,15,7044318.315232664
ema,5,ema,80,7,40,7043848.068622925
ema,15,ema,45,7,30,7041978.042203596
sma,35,sma,75,7,35,7041955.658535293
sma,45,ema,110,7,45,7041262.554528771
ema,50,sma,65,7,20,7041169.746425288
sma,30,sma,85,3,45,7041076.58237424
ema,90,ema,95,14,40,7040577.789031055
ema,50,sma,65,14,25,7040169.223736842
ema,90,ema,95,14,30,7039099.457508776
ema,35,sma,85,14,45,7038699.086924252
ema,35,ema,240,14,35,7037871.877226923
ema,35,ema,240,14,40,7037781.695421109
ema,50,ema,105,3,35,7037191.759361517
ema,25,sma,80,14,30,7036716.096994545
ema,50,sma,65,14,10,7035631.110726193
ema,30,ema,55,7,45,7035597.159900606
ema,50,sma,65,14,15,7035411.524515181
sma,25,sma,85,7,30,7035410.877825012
ema,35,ema,240,3,35,7035146.780577134
ema,90,ema,95,14,35,7034645.9565442065
sma,5,ema,90,3,25,7034399.438527779
ema,25,sma,80,14,35,7034152.279189031
sma,25,sma,85,7,25,7034027.631751251
sma,60,ema,110,3,10,7033552.699646798
sma,10,ema,70,7,35,7033488.739310376
sma,75,ema,240,3,10,7032128.067536885
sma,5,ema,75,3,35,7031561.34796528
ema,50,sma,65,7,15,7030779.263643421
ema,40,ema,240,7,35,7030346.84018589
ema,70,sma,95,3,15,7028972.33032551
ema,75,sma,105,3,35,7028781.07606363
sma,5,ema,75,3,25,7028724.507933865
ema,5,ema,70,14,45,7028279.8435148075
ema,5,sma,30,3,35,7028193.040448639
sma,5,ema,90,3,30,7028050.885399119
sma,45,sma,60,14,25,7026678.524287888
sma,5,ema,95,14,20,7025869.505582993
sma,5,ema,95,7,15,7025471.511310057
sma,5,ema,95,14,15,7025451.7106858045
sma,5,ema,95,7,10,7025451.7106858045
sma,5,ema,95,14,10,7025451.7106858045
ema,10,sma,45,7,15,7025162.918233681
ema,10,sma,45,14,30,7024959.160366082
ema,10,sma,45,7,10,7024877.332491437
ema,10,sma,45,14,20,7024749.676833756
ema,10,sma,45,14,25,7024749.676833756
ema,10,sma,45,14,10,7024629.395223295
ema,10,sma,45,14,15,7024629.395223295
sma,5,ema,90,3,20,7024602.424822203
sma,10,sma,45,7,45,7024203.2963831015
ema,50,sma,65,14,40,7024133.811662335
sma,25,sma,30,3,35,7023694.297685039
sma,5,ema,75,3,30,7023399.5980767505
ema,40,ema,80,3,15,7022991.31820458
ema,25,sma,30,3,25,7022985.874989001
sma,15,ema,30,3,15,7022068.875259823
ema,70,sma,110,14,45,7021312.437576105
ema,55,sma,85,14,40,7021219.947519356
sma,20,ema,45,7,45,7019504.756564468
ema,70,ema,240,3,45,7019483.354843796
sma,15,ema,65,7,45,7019283.539403802
ema,60,ema,70,3,20,7019089.249924314
sma,20,ema,100,3,40,7019068.289926364
ema,40,ema,240,7,25,7018841.702365612
ema,5,sma,30,3,30,7018280.28943211
ema,15,ema,45,3,15,7017732.9115811875
sma,40,sma,55,3,35,7017709.101995294
sma,5,ema,90,3,15,7017523.916931099
ema,55,ema,80,7,45,7016207.871022566
ema,70,sma,95,3,10,7016088.021094013
ema,80,sma,105,14,45,7015838.684763638
sma,25,sma,65,3,15,7015370.204310909
sma,10,ema,65,3,45,7015054.5175697375
ema,65,sma,85,14,45,7014465.968014293
ema,15,ema,45,3,10,7013867.882873992
sma,30,ema,50,3,10,7012786.49058472
ema,50,ema,105,3,40,7012287.751612673
sma,40,sma,60,14,35,7011764.995706212
ema,35,ema,80,3,15,7011392.7598155085
ema,40,sma,85,7,30,7010258.508575156
ema,40,sma,95,3,15,7010150.020705052
sma,5,ema,95,14,30,7008546.149340397
sma,75,ema,240,3,15,7007751.986660149
ema,30,ema,40,14,45,7007598.234939629
ema,35,ema,80,3,20,7007550.4769892795
sma,45,sma,55,14,25,7006731.606225952
sma,5,sma,30,3,30,7006304.503418865
sma,90,sma,95,3,10,7005977.604923227
sma,85,sma,110,3,35,7004427.526916472
sma,5,ema,95,14,25,7003760.977245763
ema,30,sma,240,7,35,7002780.68416807
ema,15,ema,45,3,20,7002642.686887376
ema,55,sma,70,7,35,7001935.7074400075
sma,10,sma,30,7,45,7001878.325267189
sma,50,sma,105,14,40,7000948.224966672
ema,30,ema,240,3,30,7000608.800683774
ema,40,ema,240,14,40,7000072.897353948
ema,5,sma,30,3,25,6999712.750036217
sma,5,ema,105,3,35,6999636.481239052
sma,20,ema,80,3,15,6998763.245054627
sma,20,ema,90,3,40,6998657.387669961
ema,40,ema,240,7,20,6998087.656641444
ema,30,ema,55,7,40,6997785.948501204
sma,15,sma,30,14,45,6997257.799499844
ema,15,ema,60,3,35,6997058.854218187
ema,40,ema,240,14,35,6996927.981818667
ema,30,ema,55,7,35,6996620.001214459
sma,45,sma,55,14,30,6995784.5831814995
ema,40,ema,240,7,15,6995708.750779703
sma,5,ema,105,3,40,6995665.387854145
ema,40,ema,240,7,10,6995011.966717318
sma,45,sma,55,14,35,6994920.394791047
ema,60,ema,70,3,15,6994594.75574758
ema,85,sma,110,14,45,6994329.918432437
ema,15,ema,60,3,30,6994309.649667476
ema,20,ema,50,3,10,6993837.82797052
ema,40,ema,240,14,30,6993685.129910123
sma,25,ema,55,3,20,6993422.60741019
ema,35,ema,80,3,25,6992975.74350936
ema,40,ema,240,14,10,6991351.399752242
ema,40,ema,240,14,15,6991351.399752242
ema,40,ema,240,14,25,6991351.399752242
ema,40,ema,240,14,20,6991351.399752242
sma,40,sma,55,7,35,6989593.747543816
ema,60,sma,75,14,30,6989568.502274098
sma,10,ema,70,3,45,6987839.217226158
ema,5,ema,80,7,20,6987298.342232517
ema,25,ema,35,3,30,6986938.241354336
sma,15,sma,30,7,20,6986675.965945006
sma,20,sma,30,7,30,6986110.607786654
sma,45,sma,80,3,40,6984999.362859344
ema,15,ema,60,3,25,6984474.959242505
ema,35,sma,50,7,15,6983915.284973922
sma,20,ema,55,7,45,6983624.28736519
ema,50,sma,65,3,30,6982903.543823495
ema,10,ema,15,7,45,6982558.350847024
ema,15,ema,70,3,30,6982494.614872085
ema,25,ema,35,3,25,6982233.338118898
ema,35,sma,50,7,10,6982172.364994291
ema,40,sma,65,3,30,6981882.410707525
ema,100,ema,105,3,30,6981657.659943386
sma,85,sma,110,14,45,6981642.249672837
sma,25,sma,40,14,30,6981306.601466173
sma,35,sma,60,7,40,6980848.273879088
ema,30,ema,240,3,35,6980275.347768501
sma,20,ema,70,3,30,6980191.421990981
sma,25,sma,40,14,35,6979934.367978271
sma,40,ema,85,3,25,6979885.6680323
ema,5,ema,80,3,35,6979457.841904499
ema,5,ema,80,14,25,6979383.190585806
sma,20,sma,70,3,15,6979372.36892927
sma,75,ema,240,3,20,6979317.773191132
ema,60,sma,65,14,40,6978356.738384943
ema,5,ema,80,3,30,6977886.765940386
sma,35,ema,90,3,25,6977792.111243082
ema,5,ema,80,3,10,6977392.809903779
ema,5,ema,80,14,20,6976990.273714879
ema,5,ema,80,14,15,6976881.857600459
ema,5,ema,80,7,15,6976878.861110797
ema,5,ema,80,7,10,6976878.861110797
ema,5,ema,80,14,10,6976878.861110797
sma,30,sma,85,3,30,6976620.140363793
sma,95,sma,100,3,20,6975210.945323253
sma,15,sma,45,7,35,6974376.974381338
ema,5,ema,80,3,20,6974371.4225210715
ema,5,ema,80,3,15,6973878.767780594
sma,10,ema,70,14,40,6973785.024135115
sma,5,sma,15,3,25,6973590.629133247
ema,85,sma,100,7,40,6973390.805581956
sma,15,ema,50,7,40,6973122.47175194
ema,5,ema,80,3,25,6972563.117539549
ema,10,sma,75,14,45,6972265.044956712
ema,20,ema,50,7,30,6971942.27584405
ema,70,sma,105,3,45,6970857.848943253
sma,25,ema,35,14,25,6969312.365686684
ema,60,sma,70,14,20,6969226.884425947
ema,20,ema,50,7,35,6969093.308232774
sma,5,ema,75,3,15,6969075.464538669
sma,60,ema,100,14,40,6967689.442382295
ema,40,sma,85,3,30,6966526.647112157
sma,25,ema,35,14,10,6966358.705400948
ema,25,sma,30,14,45,6966027.394063595
sma,15,sma,90,14,45,6965371.115282628
ema,20,ema,50,7,40,6965271.812510353
ema,90,ema,95,14,45,6965047.181100148
sma,45,sma,80,3,10,6964888.190795832
ema,55,ema,75,7,35,6964241.124835355
ema,15,sma,25,3,20,6963714.295840339
ema,75,sma,95,14,20,6963629.106316864
sma,75,sma,90,7,30,6963513.648478384
sma,15,sma,45,7,40,6963050.528534168
ema,90,ema,240,7,35,6963040.9260318205
ema,75,sma,95,14,10,6962803.565964674
ema,75,sma,95,14,15,6962421.534734868
sma,30,sma,75,7,20,6962292.2777739335
sma,30,sma,70,3,35,6961963.1676202
ema,50,ema,105,14,45,6961457.31807133
ema,90,sma,110,14,45,6961336.320402599
ema,50,ema,90,3,30,6958553.463469571
sma,20,sma,30,7,20,6957184.033914015
sma,25,sma,30,3,25,6955485.930672303
ema,55,ema,110,7,45,6953986.054116354
sma,25,ema,35,14,15,6953310.856097274
sma,85,sma,110,3,30,6952834.488268173
sma,20,sma,30,7,10,6952205.381080295
sma,15,ema,110,3,30,6951662.654132695
sma,25,ema,60,7,20,6951271.375399119
sma,20,ema,65,7,30,6950618.7724277
ema,30,ema,240,7,25,6948975.60179894
ema,40,sma,95,3,10,6948153.395246788
sma,60,sma,85,7,25,6948066.93995201
sma,25,sma,70,7,25,6947276.322214298
sma,10,sma,85,3,40,6946866.405769179
sma,20,sma,70,3,20,6946849.530395371
sma,10,ema,45,7,20,6946143.1526628
sma,30,sma,105,7,40,6945726.815029065
ema,15,ema,55,3,35,6942662.79338717
ema,15,sma,50,3,40,6941880.921334031
sma,45,sma,65,7,25,6941878.547124265
sma,15,ema,35,7,20,6941755.2298018
ema,90,ema,240,7,40,6941354.703985864
sma,90,sma,95,14,30,6941354.60910509
ema,60,ema,65,3,35,6941163.018856616
ema,30,ema,55,3,45,6940931.100836572
sma,15,ema,50,3,20,6940414.061911904
ema,30,ema,240,3,40,6940293.677398585
ema,30,ema,240,3,45,6939606.118239145
sma,70,sma,75,7,35,6938963.423821688
sma,30,sma,85,3,35,6938910.759350398
sma,15,ema,20,14,40,6938586.256315185
ema,30,ema,240,7,20,6936203.935561834
ema,30,sma,65,7,40,6935089.816155458
ema,35,sma,50,3,25,6934322.781974331
ema,30,ema,240,14,45,6932924.470980991
ema,40,ema,240,7,40,6929632.134527011
sma,10,ema,45,7,15,6929145.361432712
ema,15,sma,25,3,15,6928465.925894267
ema,50,ema,90,14,45,6927990.225581514
ema,50,sma,65,14,45,6927859.989432593
ema,20,sma,65,3,25,6927385.3526834175
ema,30,ema,240,14,35,6927339.178283023
ema,30,ema,240,14,15,6927236.426866049
ema,30,ema,240,14,10,6927236.426866049
ema,30,ema,240,14,30,6927236.426866049
ema,30,ema,240,14,25,6927236.426866049
ema,30,ema,240,14,20,6927236.426866049
ema,30,ema,240,7,10,6926772.850418217
ema,30,ema,240,7,15,6926710.877898592
sma,10,ema,45,7,10,6926288.320930962
sma,10,sma,60,14,40,6925680.877872864
sma,30,sma,40,7,35,6923579.04197186
ema,60,ema,65,7,35,6923450.662462214
sma,45,sma,80,7,20,6923123.019663451
sma,15,ema,120,3,40,6922571.662506155
ema,35,sma,50,7,20,6922546.156012537
ema,55,ema,90,14,45,6921509.7278056415
ema,30,ema,240,14,40,6921325.300107821
sma,70,sma,80,7,25,6921005.881402883
ema,30,ema,35,7,35,6919174.458954416
sma,85,sma,110,3,20,6917271.552770907
ema,15,sma,60,7,30,6917025.041966256
ema,30,ema,40,7,25,6916938.101352386
ema,30,ema,40,14,40,6916709.864292185
ema,5,sma,100,14,40,6916695.38127013
sma,15,sma,30,3,10,6916660.745955608
ema,50,sma,65,14,35,6916506.848452235
ema,30,ema,40,7,30,6915952.201778351
ema,40,ema,240,14,45,6915841.316036039
sma,25,ema,60,7,10,6915538.05503689
sma,65,sma,70,3,20,6915436.386719273
ema,30,ema,40,7,15,6915316.810929724
sma,45,ema,75,14,40,6915138.801125908
ema,30,ema,40,14,35,6915099.229109144
ema,30,ema,40,7,10,6915064.135837107
ema,30,ema,40,14,30,6914968.395073309
ema,30,ema,40,14,25,6914961.494256838
ema,30,ema,40,14,20,6914961.494256838
ema,30,ema,40,14,15,6914961.494256838
ema,30,ema,40,14,10,6914961.494256838
ema,30,ema,40,7,20,6914891.2005643435
ema,10,sma,75,14,40,6914794.110568951
sma,20,sma,90,7,45,6914087.295189642
ema,45,sma,65,14,35,6913239.298598079
sma,25,sma,40,14,40,6912945.917024816
ema,20,sma,75,7,30,6912664.714206925
sma,25,ema,60,7,15,6912534.515611108
ema,90,sma,100,7,40,6912312.81315325
ema,15,ema,55,7,40,6911992.250921967
sma,50,sma,70,3,10,6910861.570096944
sma,25,sma,35,7,30,6910685.63774853
ema,70,ema,80,3,10,6910025.133712984
sma,15,sma,35,3,40,6908964.877048151
ema,60,ema,70,3,25,6908433.7390499115
ema,60,sma,85,3,25,6906619.047808998
ema,20,sma,65,3,20,6906412.43753779
sma,40,ema,120,7,45,6905288.416362182
ema,30,ema,35,7,30,6905228.846371067
sma,45,sma,85,14,25,6904976.703865627
ema,5,sma,10,3,45,6904619.038002837
sma,40,sma,55,7,10,6904235.872930224
ema,25,sma,65,3,10,6904197.844242424
ema,50,sma,65,14,30,6903781.775275309
ema,45,sma,65,7,20,6903589.090763485
ema,45,sma,65,14,25,6902703.58210567
ema,20,sma,75,7,35,6902550.889121121
ema,65,ema,120,7,40,6902487.476355346
ema,45,sma,65,14,30,6902237.522661096
ema,30,sma,95,7,40,6901901.947910872
ema,55,ema,90,14,40,6901343.775621796
ema,60,ema,65,3,25,6900789.558446355
sma,55,ema,110,7,10,6900607.116559028
ema,30,ema,40,3,10,6900397.742846176
ema,60,sma,65,14,35,6899835.90334109
ema,40,sma,65,7,40,6899192.939486696
sma,65,sma,95,3,10,6899185.211109283
sma,15,sma,90,3,15,6899116.5440609455
ema,45,sma,65,7,15,6898691.988427691
ema,80,sma,110,14,40,6898629.123975365
ema,30,sma,35,3,40,6898589.105788502
ema,70,sma,110,14,40,6898395.6362556005
sma,10,sma,60,3,45,6897681.202987015
sma,15,ema,20,14,35,6896823.807333364
ema,85,sma,105,3,20,6896141.263578367
ema,60,ema,65,3,20,6895962.320252842
ema,30,ema,110,3,45,6895849.586358178
sma,25,sma,40,14,10,6895092.573082179
sma,25,sma,40,14,15,6894894.389458667
sma,25,ema,75,3,25,6894515.128769482
sma,25,sma,40,14,20,6894361.543183109
sma,50,ema,100,14,40,6894002.465444959
sma,25,sma,40,3,25,6892909.489452714
ema,15,ema,45,3,25,6892396.161822237
ema,60,sma,75,7,20,6892061.148960394
ema,70,ema,75,3,15,6892013.172331258
