short_ma,short_ma_length,long_ma,long_ma_length,rsi_length,rsi_threshold,total_final_balance
ema,10,ema,40,3,10,3958299.023551622
ema,20,ema,110,7,30,3957969.7345686536
sma,60,ema,105,14,45,3957910.5289856778
sma,30,sma,90,14,35,3957795.664797365
sma,5,sma,65,3,45,3957561.9435317996
sma,20,ema,95,14,40,3957518.9019910432
sma,20,sma,110,3,45,3957294.266839728
ema,40,sma,105,3,40,3957116.385973942
ema,25,sma,90,3,25,3956927.392867835
sma,65,sma,105,3,15,3956774.772545014
ema,20,ema,110,7,25,3956714.142995977
ema,50,sma,110,14,35,3956529.481937726
ema,15,ema,25,3,30,3955912.5568886064
ema,65,sma,95,14,10,3954672.9374201563
sma,45,sma,120,3,10,3954662.911799859
ema,65,sma,95,14,15,3954116.715848946
ema,65,sma,95,14,20,3954053.683838717
ema,50,sma,85,3,30,3953772.449588844
sma,5,ema,110,3,25,3953469.706282374
ema,20,ema,110,14,40,3953306.725416028
ema,20,ema,110,14,35,3953098.492883741
ema,20,ema,110,7,20,3953057.9838836733
ema,20,ema,110,7,15,3952984.544403827
ema,20,ema,110,14,10,3952972.8876486314
ema,20,ema,110,14,20,3952972.8876486314
ema,20,ema,110,14,15,3952972.8876486314
ema,20,ema,110,7,10,3952972.8876486314
ema,20,ema,110,14,30,3952972.8876486314
ema,20,ema,110,14,25,3952972.8876486314
ema,50,sma,100,7,20,3952893.487188691
ema,15,sma,110,7,35,3952207.054618678
ema,30,sma,60,3,10,3951467.1865318078
ema,35,sma,110,14,35,3951178.6617144058
sma,80,sma,120,14,45,3950993.3485027356
sma,65,sma,75,7,15,3950889.549807578
sma,30,sma,90,14,30,3949965.222346219
sma,45,sma,95,3,10,3949882.987083524
sma,75,sma,95,7,10,3949402.900860781
sma,50,ema,90,7,40,3949319.736603555
sma,20,ema,95,14,35,3948995.196205105
ema,50,sma,110,7,25,3948534.077795947
ema,15,sma,110,7,30,3948240.7367832493
ema,10,ema,40,3,20,3948055.5618452122
ema,25,sma,105,7,45,3947992.955163686
sma,75,sma,95,14,35,3947983.1993667865
sma,75,sma,80,7,45,3947816.4523459193
sma,45,sma,100,7,25,3947500.514873147
sma,65,sma,105,3,20,3947449.0808150833
sma,35,ema,110,7,35,3947248.6251408877
ema,20,ema,30,3,45,3946907.9875157448
ema,50,sma,100,14,25,3945830.0999192195
sma,30,ema,40,7,15,3945694.8753956556
ema,50,sma,100,7,10,3945601.12402216
sma,35,ema,110,14,40,3945539.042866482
sma,65,sma,75,14,20,3945362.8570456095
sma,10,ema,95,14,45,3945198.119908893
sma,65,sma,85,14,45,3944716.8297826536
ema,100,sma,110,14,10,3944470.9173499867
ema,50,sma,85,3,35,3944434.303901658
ema,50,sma,100,14,10,3944420.187417594
ema,50,sma,100,14,15,3944350.6216851375
ema,100,sma,110,7,15,3944264.213349541
ema,20,ema,80,3,30,3944117.525293464
ema,50,sma,100,14,20,3944082.8723192634
sma,30,ema,45,14,25,3943973.6069087107
sma,85,sma,95,3,35,3943818.3603544235
ema,100,sma,110,14,15,3943158.266546341
ema,5,ema,65,14,40,3942855.4024848077
ema,50,sma,95,14,20,3942683.751251086
ema,10,ema,40,7,40,3942671.9989393065
sma,50,ema,80,7,10,3942231.296616556
ema,50,sma,95,14,15,3942126.9657215504
sma,15,ema,40,3,30,3942101.153353862
ema,50,sma,95,14,10,3942040.28700787
ema,100,sma,110,14,20,3941879.2240692996
ema,15,sma,95,14,40,3940825.072143687
sma,35,sma,110,7,25,3940812.289027561
ema,15,sma,95,7,30,3940809.95292316
ema,45,sma,110,14,35,3940639.512036625
ema,25,ema,90,3,40,3940090.1942136115
ema,25,sma,90,14,40,3939892.2002954455
sma,45,sma,105,3,40,3939270.76589193
ema,100,sma,110,14,25,3938943.206921273
sma,25,ema,95,7,25,3938903.682661011
ema,45,sma,110,7,35,3938313.64751895
sma,20,ema,95,7,40,3938128.5144396727
ema,65,sma,100,7,40,3937787.6494240537
sma,40,sma,100,3,25,3937527.62039306
ema,45,sma,75,3,40,3937256.740679102
sma,70,ema,105,14,15,3937251.0697933347
sma,45,ema,65,14,10,3937003.864416609
ema,50,sma,105,3,10,3936428.9634031868
ema,20,ema,105,3,40,3936174.300870263
ema,10,ema,40,14,30,3935929.099849255
ema,10,ema,40,7,30,3935534.2132896795
ema,40,sma,105,7,35,3935436.74164638
ema,65,sma,80,3,35,3934887.359140838
ema,60,sma,95,14,40,3933652.436247683
sma,35,ema,100,3,10,3933637.260400655
ema,10,ema,40,7,25,3933583.78027536
ema,10,ema,40,7,20,3933404.1337931743
ema,10,ema,40,7,15,3933350.265887512
ema,10,ema,40,14,20,3933350.265887512
ema,10,ema,40,14,15,3933350.265887512
ema,10,ema,40,14,25,3933350.265887512
ema,10,ema,40,14,10,3933350.265887512
ema,10,ema,40,7,10,3933350.265887512
ema,45,sma,110,7,25,3933079.4552753977
sma,90,sma,105,14,15,3932721.7298683915
sma,65,sma,75,14,25,3932605.578002696
ema,70,sma,95,7,40,3931987.459019651
ema,15,sma,95,14,35,3931570.3129755487
ema,90,ema,240,3,20,3931531.022470942
ema,10,ema,40,7,35,3931474.5677625756
sma,30,ema,35,14,40,3931472.1579866153
ema,15,sma,95,7,15,3931259.5565663963
ema,45,sma,110,7,15,3931100.1283011795
ema,15,sma,95,14,25,3930977.5584067246
ema,15,sma,95,14,20,3930977.5584067246
ema,15,sma,95,14,15,3930939.5766589968
ema,15,sma,95,14,10,3930939.5766589968
ema,15,sma,95,7,10,3930938.1991338595
ema,15,sma,95,14,30,3930808.506954798
ema,85,sma,90,7,25,3929688.4795814785
sma,70,sma,105,3,30,3929016.8061907142
sma,100,sma,110,14,45,3928298.9635743597
ema,45,sma,110,7,20,3928053.280861592
ema,15,sma,45,14,45,3927757.1077959607
ema,10,sma,240,3,30,3927423.4278059765
sma,100,sma,120,3,30,3926356.0228996505
sma,10,sma,85,3,15,3926320.423297069
ema,40,sma,60,14,45,3925624.1543266145
ema,15,sma,95,7,25,3925522.771346713
ema,15,ema,25,3,25,3925498.4967690473
sma,25,ema,50,7,35,3924975.47026674
sma,10,ema,95,7,20,3924868.8844112842
ema,10,sma,65,3,35,3924859.100407057
ema,25,sma,105,7,40,3924729.8012709017
ema,15,sma,95,7,20,3924235.3662562943
sma,100,sma,120,3,10,3923846.5291008726
ema,30,ema,75,7,45,3923622.1676530084
ema,10,sma,40,14,30,3923543.0403822376
ema,10,sma,40,7,15,3923509.868285518
ema,10,sma,40,14,25,3923463.503498089
ema,10,sma,40,14,20,3923456.9270446803
ema,10,sma,40,14,15,3923456.9270446803
ema,10,sma,40,14,10,3923456.9270446803
ema,10,sma,40,7,10,3923453.118284715
ema,65,ema,80,7,45,3923353.4992752858
ema,60,sma,100,7,45,3923327.605087766
sma,40,ema,75,7,25,3923322.05019768
sma,100,sma,110,14,10,3923277.166846041
ema,95,sma,100,14,30,3923274.2396289813
sma,70,ema,105,14,10,3923245.0167759974
sma,40,sma,120,14,35,3923153.4098987943
ema,100,sma,110,7,10,3922984.444087363
ema,35,sma,90,3,30,3922888.4515616433
sma,10,ema,95,7,25,3922762.727636692
sma,35,sma,60,3,10,3922538.3077932615
sma,40,sma,90,3,25,3922055.641790394
sma,80,sma,120,7,15,3921811.0119313537
sma,40,sma,120,3,10,3921208.5549706803
sma,50,ema,85,3,10,3920845.937546481
sma,40,sma,120,14,30,3920557.6189658563
sma,35,sma,110,14,40,3920406.264671797
sma,75,sma,95,7,30,3920209.5687597697
sma,55,sma,85,3,35,3919793.948499078
sma,20,sma,40,7,45,3919561.9702806557
ema,50,sma,110,7,30,3918939.206083371
sma,35,ema,80,14,45,3918459.427903743
sma,20,sma,120,3,15,3917481.0196558237
sma,5,sma,110,14,30,3917217.356011221
sma,10,sma,240,3,35,3917074.8672180697
ema,45,sma,120,3,45,3916962.9974083677
ema,50,sma,85,3,45,3916629.972773681
sma,40,sma,120,3,15,3916467.5121239517
ema,20,ema,80,3,25,3915343.1180688124
sma,35,ema,80,7,25,3914884.94982218
sma,80,sma,120,7,10,3914069.166684427
ema,20,ema,80,3,45,3913762.0635887613
sma,5,sma,110,14,25,3913650.919504808
sma,50,ema,105,3,45,3913349.1910932995
ema,100,sma,110,7,20,3913026.6276759454
ema,25,sma,90,3,30,3912457.1863575317
ema,50,sma,85,3,40,3912092.6055644955
sma,50,ema,105,3,40,3912091.315557704
ema,10,sma,40,14,35,3911504.232908732
sma,20,ema,35,14,40,3911468.8266182253
sma,50,ema,240,3,10,3911447.031116778
ema,90,ema,240,3,30,3911370.172414966
ema,15,sma,95,14,45,3911115.7934755306
sma,40,ema,60,3,10,3910544.0671843537
ema,5,ema,60,7,35,3910540.5335827237
sma,100,sma,110,14,15,3909716.9716422833
sma,30,sma,55,3,45,3909026.5273966696
ema,85,sma,90,7,20,3908242.3638443244
sma,30,ema,50,7,45,3908153.855451729
ema,65,sma,90,7,45,3907933.43095355
ema,100,sma,110,3,40,3906957.4596855384
ema,10,ema,95,3,40,3906594.222231419
ema,85,ema,240,3,40,3906429.4430212546
sma,35,sma,105,14,40,3905829.4281594246
ema,100,sma,110,14,35,3905272.781171551
ema,45,sma,110,7,40,3904592.1672454034
sma,50,sma,105,3,45,3903884.72144597
ema,10,sma,240,3,20,3903693.6233106204
sma,65,sma,105,3,10,3903392.1759295184
ema,90,ema,240,3,25,3902981.9337965394
sma,65,sma,85,7,15,3902558.011370174
ema,55,sma,75,14,40,3902528.569222038
sma,35,ema,90,14,45,3902407.3698018645
ema,10,sma,240,3,25,3902104.016324713
ema,50,sma,110,7,20,3901154.516928972
sma,80,sma,120,7,25,3900796.1171292905
sma,60,ema,85,14,40,3900534.0590003077
ema,15,ema,240,3,40,3900153.943163113
sma,25,ema,55,7,35,3899405.9426203887
sma,25,sma,105,7,15,3898759.988744239
ema,60,sma,85,7,45,3898701.3300282587
ema,105,sma,120,3,30,3898603.028328191
ema,105,sma,120,3,25,3898240.085761883
sma,25,ema,40,7,40,3897043.9200861477
sma,40,ema,55,3,25,3896642.057700476
sma,5,sma,110,7,35,3896277.4987705224
sma,5,ema,55,7,20,3896272.9432905777
sma,10,ema,95,14,25,3896186.328491158
sma,10,ema,95,14,20,3896121.011387071
sma,10,ema,95,7,15,3896082.229488584
sma,10,ema,95,14,15,3896068.1442312943
sma,10,ema,95,14,10,3896068.1442312943
ema,10,ema,35,3,35,3895984.2978931484
sma,10,ema,95,7,10,3895957.989180922
sma,35,sma,110,7,45,3895768.8838385083
sma,10,ema,95,14,30,3895462.0445570587
sma,30,sma,40,3,20,3895208.3202150194
ema,20,ema,105,3,45,3895172.810910961
ema,30,sma,110,7,30,3895017.3596326895
ema,80,sma,85,7,20,3894539.82669839
sma,50,ema,85,7,35,3894168.1727318065
sma,5,ema,25,14,35,3894050.6366655077
ema,45,sma,95,7,35,3893854.8815338397
ema,5,sma,75,3,35,3893805.642722539
sma,30,sma,35,3,10,3893745.568961019
sma,35,sma,95,7,35,3893702.4861124083
sma,40,sma,120,14,25,3892998.6859010323
ema,40,sma,100,7,40,3892911.5388398985
sma,25,ema,100,3,45,3892866.4815448397
ema,35,sma,110,7,35,3892850.231417735
sma,30,ema,90,7,45,3892815.0956760054
sma,80,sma,95,7,10,3892490.368248658
sma,20,ema,95,7,25,3892284.7726002624
ema,75,sma,80,7,40,3891226.8216075087
ema,15,sma,95,3,40,3891221.0517648496
ema,25,ema,50,3,15,3890914.389103106
sma,65,sma,85,14,20,3890616.7020924874
sma,35,ema,85,3,25,3889815.7393087316
sma,50,sma,120,7,40,3889531.660932824
ema,60,sma,100,7,30,3889501.230853791
sma,40,ema,75,7,10,3889367.5405525607
ema,15,ema,240,3,35,3889197.0718056
sma,20,sma,105,7,25,3888995.336911268
ema,25,ema,50,3,10,3888614.1018641214
ema,25,ema,50,3,20,3888590.0231369566
sma,20,sma,100,7,25,3888521.753336503
sma,65,sma,75,7,20,3888480.7134236777
ema,70,sma,105,7,25,3887760.0765651306
sma,5,ema,55,7,25,3887210.930852902
sma,75,sma,95,14,10,3887193.6228501243
ema,80,sma,85,7,25,3887057.9055511304
sma,5,ema,55,7,30,3886940.778005487
ema,60,ema,120,3,45,3886785.8492126977
ema,50,sma,75,7,25,3886585.4880658304
ema,35,sma,75,7,25,3886189.4991952865
sma,35,sma,110,14,35,3886111.3920045234
ema,40,sma,70,7,40,3886108.457542626
sma,30,ema,40,7,25,3885271.742948373
ema,35,sma,90,3,35,3885129.980419176
ema,10,ema,20,3,45,3884945.120074412
ema,5,sma,10,3,20,3884806.072700177
sma,10,sma,75,7,45,3884598.0807780707
ema,60,sma,95,14,45,3884589.5722529567
sma,10,ema,40,3,25,3884384.7967406213
sma,25,sma,105,14,25,3882983.92108176
ema,85,sma,90,3,35,3881978.039879312
ema,100,sma,110,14,45,3881411.192261772
ema,15,ema,25,14,30,3881185.5595145104
ema,20,ema,25,3,45,3881172.9738818407
sma,120,ema,240,3,15,3880979.281930189
sma,30,ema,105,7,35,3880678.016852383
ema,80,sma,85,7,15,3880630.9624347715
ema,15,ema,25,3,20,3880613.082624135
sma,75,sma,95,14,20,3880306.823395118
sma,35,sma,45,7,15,3880266.1827595867
sma,25,sma,105,7,10,3879967.2732810583
sma,60,ema,85,14,15,3879693.165472146
sma,35,sma,90,7,45,3878796.8318403326
ema,35,sma,70,7,35,3878317.755965084
ema,80,sma,85,7,35,3878264.4909212575
sma,75,sma,95,14,15,3878232.8588122325
sma,20,ema,45,3,20,3878064.6285357005
sma,25,sma,105,14,20,3877461.33433728
ema,45,sma,110,7,10,3877355.6162673566
sma,90,sma,105,7,10,3877023.1362195415
sma,25,sma,105,14,15,3876916.4823574014
ema,15,ema,25,7,35,3876118.5858740574
ema,15,ema,25,7,30,3876088.0926453955
sma,35,ema,110,7,25,3875874.071855968
ema,15,ema,25,7,25,3875694.5576580414
sma,10,ema,85,3,35,3875463.1700028307
ema,15,ema,25,7,20,3875228.44011647
ema,15,ema,25,14,10,3875199.6587670813
ema,15,ema,25,14,25,3875199.6587670813
ema,15,ema,25,14,20,3875199.6587670813
ema,15,ema,25,14,15,3875199.6587670813
ema,15,ema,25,7,15,3875199.6587670813
ema,15,ema,25,7,10,3875199.6587670813
ema,10,ema,40,7,45,3875088.207453736
sma,35,sma,110,7,30,3875029.2724104114
ema,15,ema,25,3,15,3874919.9771745712
ema,50,sma,110,14,20,3874782.7097148644
ema,25,ema,50,14,40,3874416.0508985603
sma,25,sma,105,14,10,3874388.9304642724
ema,5,ema,120,14,25,3874177.2663689028
ema,50,sma,110,14,10,3874090.798108192
ema,50,sma,110,14,15,3874090.798108192
ema,45,sma,110,7,30,3874029.307407166
ema,65,sma,105,3,10,3873419.205254646
ema,5,ema,120,7,25,3873335.180831065
ema,5,ema,120,14,20,3873274.6949932766
ema,30,ema,75,7,35,3872760.333534093
ema,5,ema,120,14,15,3872741.8440939267
ema,5,ema,120,7,20,3872741.8440939267
ema,5,ema,120,7,10,3872741.8440939267
ema,5,ema,120,14,10,3872741.8440939267
ema,5,ema,120,7,15,3872741.8440939267
ema,50,sma,110,7,10,3872390.139244353
ema,15,ema,240,7,45,3872260.8440520605
ema,5,ema,120,3,20,3871811.1044057645
sma,15,ema,45,3,15,3871788.538491615
ema,5,sma,65,7,40,3871634.4096388994
sma,85,sma,105,3,40,3871613.2778875655
ema,50,sma,100,14,45,3871037.7560933027
ema,5,ema,120,3,15,3871021.970922294
ema,5,ema,120,3,10,3870779.2235864564
sma,20,sma,105,7,20,3870715.4278973546
ema,15,ema,240,3,45,3870419.5063367602
ema,30,ema,75,7,40,3870403.6300877887
sma,35,ema,110,7,30,3870147.9920442626
ema,50,sma,110,7,15,3869972.826679827
sma,65,sma,75,7,30,3869960.2539279847
sma,25,ema,65,14,45,3869910.9325049683
ema,45,sma,65,3,15,3869247.8979324987
ema,105,sma,120,3,20,3869181.9610969094
ema,5,sma,75,7,35,3867912.309413147
ema,45,sma,65,3,10,3867789.6942811096
ema,50,sma,110,14,30,3867492.4354195115
sma,25,ema,95,7,35,3866951.763067571
ema,65,sma,105,14,45,3866767.407342247
ema,50,sma,110,14,25,3866146.276322391
ema,85,sma,90,7,40,3866021.807256909
ema,45,sma,110,14,25,3865901.497156275
sma,10,sma,85,7,25,3865760.619665656
ema,50,sma,90,7,35,3865479.0023529185
ema,15,ema,25,7,40,3865384.9521848005
sma,120,ema,240,3,20,3865271.8796562757
ema,45,sma,110,14,15,3865179.2200846043
ema,45,sma,110,14,10,3865179.2200846043
ema,45,sma,110,14,20,3864842.0720200087
sma,10,sma,240,3,40,3864661.557007153
sma,100,ema,240,14,25,3864559.4399974477
sma,25,ema,50,7,30,3864137.6779175927
sma,50,ema,85,3,15,3863146.8263275996
sma,25,ema,95,3,25,3863088.197249872
ema,45,sma,100,7,25,3862809.2596406704
sma,65,sma,105,3,25,3862728.5403928533
sma,10,sma,85,7,20,3862570.148401117
sma,45,sma,90,7,35,3862379.3803128293
sma,10,sma,85,7,15,3862223.9770914614
sma,10,sma,85,7,10,3861976.5008680606
ema,5,ema,75,14,45,3861893.169005934
ema,5,ema,25,3,35,3861810.929680718
ema,5,ema,120,14,30,3861788.285720518
sma,75,sma,100,7,10,3861193.2573528225
ema,30,sma,75,7,45,3861150.7823147587
sma,25,ema,95,7,30,3860748.2421995327
sma,10,sma,85,14,30,3860679.6180753834
sma,10,sma,85,14,25,3860098.6173136723
sma,10,sma,85,14,20,3860078.170998917
sma,10,sma,85,14,15,3860051.4238174777
sma,10,sma,85,14,10,3860051.4238174777
sma,60,ema,85,14,20,3860046.9944867543
ema,5,sma,10,3,10,3859303.5590199702
sma,25,ema,70,7,30,3859008.059586051
sma,60,ema,85,3,10,3858825.6195418057
ema,20,ema,80,7,45,3858631.7018284127
ema,15,sma,240,7,40,3858607.225454475
sma,25,ema,100,7,25,3858384.7775827856
ema,45,sma,105,14,30,3858191.571868309
ema,20,ema,25,3,30,3857946.4029357275
ema,55,sma,75,3,10,3857838.286074999
sma,35,ema,95,7,10,3857642.164023284
ema,15,sma,25,3,40,3856913.6862993566
sma,40,ema,65,14,15,3856869.6528646187
ema,30,ema,75,7,30,3856620.6955243126
ema,20,sma,25,14,40,3856494.6714134626
ema,100,sma,110,3,45,3856116.9170335648
sma,65,sma,85,14,10,3855827.112268786
ema,5,sma,10,3,15,3855786.1450748774
ema,40,sma,120,3,20,3855337.199386949
ema,30,ema,75,7,10,3855226.7696817876
ema,30,ema,75,14,20,3855140.854752655
ema,30,ema,75,14,10,3855140.854752655
ema,30,ema,75,14,30,3855140.854752655
ema,30,ema,75,14,25,3855140.854752655
ema,30,ema,75,14,15,3855140.854752655
sma,40,ema,75,14,40,3855077.223073554
sma,10,ema,90,14,40,3855020.0072001005
sma,25,ema,100,7,20,3854786.8295165077
sma,45,ema,80,14,45,3854737.605459157
sma,35,ema,95,14,20,3854507.5638193325
sma,70,sma,120,3,15,3854171.1284723296
sma,45,sma,100,7,20,3853168.0270933053
sma,65,sma,85,14,15,3852869.712793168
ema,10,ema,35,14,35,3852566.983887055
sma,30,ema,50,7,25,3852412.292131295
ema,30,ema,75,7,25,3852139.17831505
sma,85,sma,100,7,45,3852131.806584292
ema,15,ema,25,14,35,3851860.1071341787
ema,5,sma,65,7,45,3851690.742185938
sma,65,sma,120,14,45,3850663.161840983
ema,15,ema,25,3,10,3850061.6163302055
ema,35,sma,110,7,30,3849954.943294246
ema,55,sma,75,3,15,3849923.0684852665
ema,5,sma,65,7,35,3849727.2456459184
sma,5,ema,25,7,20,3848963.7098850673
ema,5,ema,60,7,40,3848953.7301471806
ema,30,ema,75,7,20,3848709.732323154
sma,15,ema,100,3,30,3848408.9197417903
ema,30,ema,75,7,15,3848060.8345204545
ema,30,sma,110,7,25,3847885.5108368844
sma,70,sma,120,3,20,3847341.7278029164
sma,5,ema,25,14,15,3847036.0183034334
ema,100,sma,105,14,45,3847023.877089478
sma,5,ema,25,7,10,3847018.593253195
sma,5,ema,25,7,15,3847018.593253195
sma,5,ema,25,14,10,3847018.593253195
sma,5,ema,25,14,20,3846984.230478851
sma,5,ema,25,7,25,3846878.865274576
sma,30,ema,65,3,30,3846805.1531213154
ema,45,sma,110,14,30,3846184.4782041204
ema,10,ema,35,7,35,3846115.957893714
sma,35,sma,60,3,15,3845572.031303044
sma,20,ema,110,7,45,3845477.330801776
sma,95,sma,105,7,30,3845337.1346797748
sma,30,ema,105,7,40,3845320.6664722874
ema,10,ema,35,14,30,3844800.05503742
sma,20,sma,105,7,15,3844663.422849847
ema,5,sma,120,7,45,3844434.777777958
sma,20,ema,95,7,35,3843965.09321319
sma,60,ema,85,3,30,3843875.9518888695
ema,10,ema,35,3,25,3843836.919342988
ema,45,ema,55,3,10,3843782.8790462404
sma,20,sma,105,7,10,3843175.1328920233
sma,25,sma,105,7,35,3843138.7070736377
sma,10,ema,85,7,30,3842921.0287278597
sma,30,sma,100,14,25,3842783.420269211
sma,40,ema,60,14,15,3842635.981925219
sma,15,ema,100,7,40,3841876.4887357024
sma,35,ema,95,7,15,3841865.664113714
ema,10,ema,35,3,30,3841575.28050696
ema,10,ema,35,7,30,3841521.772408948
ema,10,ema,35,7,20,3841073.2541251546
ema,10,ema,35,7,25,3840993.5079846806
ema,10,ema,35,7,15,3840972.1174204894
ema,10,ema,35,14,10,3840935.7358044856
ema,10,ema,35,7,10,3840935.7358044856
ema,10,ema,35,14,25,3840843.9988311687
ema,10,ema,35,14,15,3840843.9988311687
ema,10,ema,35,14,20,3840843.9988311687
sma,35,ema,100,3,30,3838914.967999278
sma,5,ema,55,14,30,3837788.159709825
sma,40,ema,80,3,35,3837674.6313372063
sma,15,ema,240,3,30,3836584.2746285815
ema,100,sma,110,3,30,3835940.051543753
ema,45,sma,95,7,30,3835702.639078651
sma,20,sma,120,14,45,3835556.7941834936
sma,35,ema,80,7,40,3835217.8929175683
ema,40,sma,105,7,25,3835166.373466667
sma,15,ema,100,7,35,3833126.203711387
sma,30,ema,110,7,40,3832939.0909463908
sma,5,ema,55,14,20,3832894.2153614145
sma,5,ema,55,14,15,3832815.8148698425
sma,5,ema,55,14,10,3832747.9377440833
sma,5,ema,55,7,15,3832744.708865968
sma,5,ema,55,14,25,3832737.918070579
sma,5,ema,55,7,10,3832736.178924488
ema,30,sma,40,14,45,3832144.201409056
sma,35,sma,110,3,10,3830960.4555534376
sma,15,ema,45,7,25,3830839.5938416217
ema,60,sma,95,7,45,3830621.2883665175
sma,10,ema,50,3,35,3830378.167652304
sma,15,ema,45,3,10,3829768.222013765
sma,80,sma,95,7,30,3828679.78881028
sma,35,ema,100,3,25,3828443.8603848326
ema,40,sma,120,3,15,3828059.9228627714
sma,5,ema,95,7,45,3827597.045266412
ema,45,sma,75,7,45,3827322.0112525504
ema,60,sma,105,7,45,3826729.867838258
sma,70,sma,95,3,45,3826130.549731278
ema,15,ema,240,7,40,3825947.572611591
ema,45,ema,60,3,20,3825240.334353525
sma,25,ema,70,3,20,3824793.2775742034
sma,10,sma,70,14,40,3824002.229605141
ema,45,sma,105,7,25,3823895.7149462267
ema,40,sma,105,14,30,3823793.7229343127
ema,20,ema,80,3,15,3823688.4835761865
ema,105,sma,120,3,15,3823531.804004896
ema,10,ema,95,3,35,3823307.9486523927
ema,40,ema,65,7,25,3823253.6180278924
sma,30,sma,35,7,20,3822898.726755418
sma,10,sma,70,14,35,3822775.3398791496
ema,45,sma,105,7,15,3822623.6628854377
sma,110,sma,120,14,25,3822352.62977508
sma,50,ema,95,7,30,3822040.6744933296
sma,40,sma,120,14,20,3821687.2882672655
ema,15,sma,95,3,35,3821161.697218201
sma,30,ema,45,14,10,3821099.8168437034
sma,10,sma,25,14,45,3821048.566655733
ema,20,ema,110,7,45,3820985.3818295286
ema,75,sma,95,7,45,3820969.4738886785
ema,25,ema,40,14,45,3820235.5984794376
sma,30,ema,65,14,45,3820153.7982966905
ema,50,sma,75,7,30,3819523.2160019577
ema,45,sma,105,7,20,3819468.476875976
sma,35,sma,45,3,15,3819238.6852981304
sma,15,ema,75,3,30,3819200.6404604036
ema,45,ema,60,3,25,3818906.846228917
ema,45,sma,105,7,10,3818787.1574716372
ema,10,sma,105,3,30,3818743.870985089
sma,40,sma,120,14,15,3818648.9414656702
ema,15,sma,240,7,45,3818465.5049727852
sma,40,sma,120,14,10,3818113.47281716
sma,45,sma,120,7,40,3817839.8030750263
sma,10,sma,75,7,40,3817764.7250040304
sma,15,ema,75,3,25,3817481.4733712636
sma,35,sma,95,7,45,3817467.1219898975
ema,30,sma,105,7,15,3816859.876823931
ema,40,ema,65,7,15,3816714.1073237704
sma,15,ema,20,3,10,3816438.6621450945
sma,95,sma,110,7,35,3816338.4358855905
ema,45,sma,105,14,10,3816238.5083692577
ema,45,sma,105,14,15,3816117.6964756595
ema,15,sma,110,14,30,3815458.5350167775
ema,45,sma,105,14,25,3815031.8318369687
ema,45,sma,105,14,20,3814506.324354666
sma,60,sma,110,3,35,3814361.19280186
ema,30,sma,105,7,10,3814315.497789576
ema,30,sma,110,3,20,3814163.3619338404
sma,100,sma,120,3,15,3814069.9975490384
sma,80,sma,100,3,10,3813875.257452358
sma,70,ema,110,7,25,3813476.812022511
ema,40,ema,65,7,20,3812805.235083798
ema,100,sma,110,7,30,3812780.0841161287
ema,40,ema,65,14,35,3812777.776654382
ema,40,ema,65,7,10,3812478.631493973
ema,20,ema,105,3,35,3812440.7772968574
ema,20,ema,105,3,30,3812425.8009500033
ema,20,ema,80,3,20,3812129.7350712935
sma,20,sma,100,7,45,3812119.6869377135
ema,40,ema,65,14,10,3812102.397415354
ema,40,ema,65,14,25,3812102.397415354
ema,40,ema,65,14,30,3812102.397415354
ema,40,ema,65,14,20,3812102.397415354
ema,40,ema,65,14,15,3812102.397415354
ema,40,sma,60,7,30,3812061.3957935255
ema,15,sma,40,14,40,3811893.799097694
sma,75,sma,120,3,20,3811859.972606066
ema,30,sma,105,14,20,3811687.9562180033
ema,30,sma,105,14,10,3811687.9562180033
ema,30,sma,105,14,15,3811687.9562180033
ema,20,ema,80,3,10,3811161.6353574554
ema,40,ema,110,3,30,3810875.837341775
ema,30,sma,105,14,25,3810239.578726223
sma,40,ema,75,7,15,3810197.2318591797
ema,105,sma,120,3,10,3810004.3012480144
sma,105,sma,120,14,40,3810001.2807741747
sma,15,ema,95,3,20,3809968.7961880565
sma,35,sma,45,7,10,3809005.2142747757
ema,35,sma,75,14,40,3808962.379695657
ema,15,sma,95,3,30,3808959.626132748
ema,35,sma,75,14,45,3808922.1804532125
sma,25,ema,120,7,10,3808351.750015308
sma,35,ema,95,14,10,3808240.6720209317
sma,35,ema,95,14,15,3807785.43934631
sma,15,ema,240,3,35,3807724.753351422
ema,30,sma,100,14,40,3807689.2762863627
sma,50,ema,85,7,30,3807639.060484198
sma,35,ema,95,7,30,3807220.727224992
ema,30,sma,105,14,30,3806870.745070756
sma,20,sma,240,14,45,3806372.184140767
sma,75,ema,120,14,40,3805006.311316471
ema,5,ema,25,14,35,3804855.099877264
sma,45,ema,70,14,40,3804771.351052235
ema,10,ema,35,3,10,3804720.909704973
ema,20,ema,105,3,25,3804622.71718812
sma,25,ema,100,7,30,3804484.1091707805
sma,5,ema,15,14,40,3803642.8651268333
ema,10,ema,35,3,15,3803215.7391876383
ema,10,ema,55,7,40,3803083.487475949
sma,55,ema,95,7,25,3803036.32537102
sma,75,sma,120,7,10,3802407.225864357
ema,15,sma,110,7,25,3801769.099696709
ema,20,ema,240,3,10,3801390.3593406733
sma,35,ema,95,7,25,3801252.0501166233
ema,15,sma,110,7,10,3801218.762367761
sma,10,ema,50,3,30,3800973.431426289
sma,30,ema,45,14,15,3800922.9640973858
sma,30,ema,95,7,45,3800689.030786204
